Time,Irradiance,Temperature,Condition
28.28,253.7868677,20.234,Low light
28.33,275.5593716,20.138,Low light
28.38,313.2482654,20.138,Low light
28.43,522.2510514,20.138,Low light
28.48,394.4360932,20.043,Low light
28.53,311.1498578,20.043,Low light
28.58,256.1158712,20.043,Low light
29.03,338.9700752,20.043,Low light
29.08,314.0829111,20.043,Low light
29.13,265.3565988,20.138,Low light
29.18,278.6022616,20.043,Low light
29.23,905.4924785,20.138,Low light
29.28,536.2764875,20.138,Low light
29.33,279.0777632,20.138,Low light
29.38,231.1136439,20.234,Low light
29.43,188.2170375,20.234,Low light
29.48,187.5047472,20.234,Low light
29.53,235.7693415,20.329,Low light
29.58,369.4064365,20.424,Low light
30.03,734.3986941,20.424,Low light
30.08,373.8150477,20.519,Low light
30.13,396.1680284,20.615,Low light
30.18,413.7389095,20.71,Low light
30.23,590.5726187,20.71,Low light
30.28,1538.415645,20.71,Low light
30.33,1095.056561,20.71,Low light
30.38,321.4073457,20.71,Low light
30.43,317.3475841,20.71,Low light
30.48,278.7690784,20.71,Low light
30.53,312.9749476,20.805,Low light
30.58,349.5403232,20.805,Low light
31.03,379.0907333,20.901,Low light
31.08,232.213443,20.901,Low light
31.13,257.6092776,21.091,Low light
31.18,249.2289608,21.187,Low light
31.23,278.7125956,21.282,Low light
31.28,266.3616924,21.282,Low light
31.33,186.9006497,21.282,Low light
31.38,240.7796706,21.378,Low light
31.43,267.4352859,21.378,Low light
31.48,291.125804,21.473,Low light
31.53,248.4910703,21.664,Low light
31.58,245.3349545,21.855,Low light
32.03,257.5566321,21.951,Low light
32.08,294.7770649,22.142,Low light
32.13,322.0781671,22.333,Low light
32.18,292.9530982,22.333,Low light
32.23,291.2554339,22.429,Low light
32.28,269.0946628,22.429,Low light
32.33,287.898419,22.812,Low light
32.38,270.9690687,23.1,Low light
32.43,257.2627442,23.196,Low light
32.48,260.2957099,23.1,Low light
32.53,342.4720148,22.908,Low light
32.58,381.3922365,22.908,Low light
33.03,380.3517524,22.717,Low light
33.08,323.6658024,22.621,Low light
33.13,407.4015721,23.196,Low light
33.18,400.3152188,23.773,Low light
33.23,297.0501314,23.773,Low light
33.28,320.7696059,23.388,Low light
33.33,229.2813098,23.1,Low light
33.38,298.7576927,22.812,Low light
33.43,357.8028137,22.621,Low light
33.48,361.7216697,22.812,Low light
33.53,354.0678538,23.1,Low light
33.58,401.5345222,23.196,Low light
34.03,267.566251,23.196,Low light
34.08,212.4435087,23.292,Low light
34.13,194.2375315,23.677,Low light
34.18,246.0387576,24.545,Low light
34.23,255.3288958,24.835,Low light
34.28,199.7773108,24.641,Low light
34.33,226.513996,24.448,Low light
34.38,259.5738803,24.062,Low light
34.43,207.1506401,23.869,Low light
34.48,152.6497835,23.869,Low light
34.53,160.9203428,23.869,Low light
34.58,159.3208693,23.773,Low light
35.03,148.0098354,23.773,Low light
35.08,162.9594927,23.581,Low light
35.13,124.9478441,23.581,Low light
35.18,96.57200247,23.484,Low light
35.23,82.17125293,23.292,Low light
35.28,85.48857184,23.1,Low light
35.33,117.9553649,23.1,Low light
35.38,113.8868904,23.004,Low light
35.43,102.6823016,23.004,Low light
35.48,98.9141396,23.004,Low light
35.53,106.7900357,23.004,Low light
35.58,95.41973206,23.1,Low light
36.03,86.93410782,23.1,Low light
36.08,65.18735657,23.1,Low light
36.13,55.3164936,23.1,Low light
36.18,53.14895936,23.1,Low light
36.23,50.88296667,23.1,Low light
36.28,48.83704179,23.1,Low light
36.33,41.73965729,23.196,Low light
36.38,28.10262428,23.196,Low light
36.43,31.33832578,23.388,Low light
36.48,38.98327412,23.773,Low light
36.53,31.59296093,23.966,Low light
36.58,35.0743612,24.255,Low light
37.03,31.70391901,24.351,Low light
37.08,28.12214625,24.545,Low light
37.13,26.06699473,24.545,Low light
37.18,23.1657686,24.545,Low light
37.23,20.85127171,24.448,Low light
37.28,16.16770806,24.255,Low light
37.33,12.95977568,24.351,Low light
37.38,11.46874252,24.641,Low light
37.43,12.16505325,24.641,Low light
37.48,16.26921524,24.738,Low light
37.53,10.93313263,24.641,Low light
37.58,11.45476551,24.158,Low light
38.03,13.22389562,23.966,Low light
38.08,15.89112192,24.062,Low light
38.13,10.60613097,24.062,Low light
38.18,14.29509738,23.966,Low light
38.23,15.43634288,23.966,Low light
38.28,12.5944409,24.062,Low light
38.33,13.10839367,23.966,Low light
38.38,11.23878691,23.677,Low light
38.43,13.04715704,23.484,Low light
38.48,13.64634169,23.388,Low light
38.53,11.35107885,23.292,Low light
38.58,8.631391981,23.292,Low light
