Time,Irradiance,PAR,Red,Far Red,R:FR,Blue,UVB,Temperature,Condition
26,6.08984,3.01134,0.1099,0.10976,1.00127551,0.46947,0,18,Shade
26.05,6.35925,3.01134,0.1099,0.10976,1.00127551,0.41819,0,18,Shade
26.1,6.48004,3.01134,0.1099,0.10976,1.00127551,0.4658,0,18,Shade
26.26,5.78699,3.01134,0.1099,0.10976,1.00127551,0.4658,0,18,Shade
26.2,5.52149,3.01134,0.1099,0.10976,1.00127551,0.44015,0,18,Shade
26.25,6.67119,3.01134,0.1099,0.10976,1.00127551,0.49144,0,18,Shade
26.3,9.47538,4.81795,0.2198,0.13553,1.621781155,0.50975,0,18,Shade
26.35,5.74249,3.01134,0.1099,0.10976,1.00127551,0.44749,0,18,Shade
26.4,5.29809,2.96411,0.1099,0.10976,1.00127551,0.36365,0,18,Shade
26.45,6.28686,3.01134,0.1099,0.10976,1.00127551,0.46215,0,18,Shade
26.5,10.00342,5.41125,0.2198,0.14198,1.548105367,0.50975,0,18,Shade
26.55,10.34373,5.58875,0.2198,0.1452,1.513774105,0.50975,0,18,Shade
27,9.39543,5.30941,0.2198,0.14843,1.480832716,0.50975,0,18,Shade
27.05,6.77273,3.01134,0.1099,0.10976,1.00127551,0.50975,0,18,Shade
27.1,7.69076,3.75273,0.16645,0.10976,1.516490525,0.50975,0,18,Shade
27.27,7.32935,3.78654,0.17979,0.13553,1.326569763,0.50975,0,18,Shade
27.2,8.89409,5.12565,0.2198,0.13876,1.58402998,0.50975,0,18,Shade
27.25,8.50279,4.09929,0.21646,0.13231,1.636006349,0.50975,0,18,Shade
27.3,5.86422,3.01134,0.1099,0.10976,1.00127551,0.4365,0,18,Shade
27.35,6.83098,3.01134,0.1099,0.10976,1.00127551,0.47679,0,18,Shade
27.4,5.55276,3.01134,0.1099,0.10976,1.00127551,0.42185,0,18,Shade
27.45,5.95076,3.01134,0.1099,0.10976,1.00127551,0.46215,0,18,Shade
27.5,5.52933,3.01134,0.1099,0.10976,1.00127551,0.41819,0,18,Shade
27.55,8.04082,4.41505,0.21646,0.12264,1.765003262,0.50975,0,18,Shade
28,6.73663,3.04805,0.12986,0.10976,1.183126822,0.50609,0,18,Shade
28.05,6.09772,3.01134,0.1099,0.10976,1.00127551,0.42185,0,18,Shade
28.1,8.91103,4.74248,0.2198,0.13231,1.661250094,0.50975,0,18,Shade
28.28,9.88891,5.49052,0.2198,0.1452,1.513774105,0.50975,0,18,Shade
28.2,6.85431,3.01134,0.1099,0.10976,1.00127551,0.47679,0,18,Shade
28.25,6.82427,3.01134,0.1099,0.10976,1.00127551,0.50609,0,18,Shade
28.3,5.84492,3.01134,0.1099,0.10976,1.00127551,0.43285,0,18,Shade
28.35,5.45529,3.01134,0.1099,0.10976,1.00127551,0.42185,0,18,Shade
28.4,6.15539,3.01134,0.1099,0.10976,1.00127551,0.46581,0,18,Shade
28.45,5.93936,3.01134,0.1099,0.10976,1.00127551,0.45482,0,18,Shade
28.5,5.69034,3.01134,0.1099,0.10976,1.00127551,0.44381,0,18,Shade
28.55,9.31112,5.16108,0.2198,0.13553,1.621781155,0.50975,0,18,Shade
29,12.33074,6.31046,0.26636,0.20009,1.33120096,0.87341,0,18,Shade
29.05,9.7357,5.29554,0.2198,0.13553,1.621781155,0.50975,0,18,Shade
29.1,5.8729,3.01134,0.1099,0.10976,1.00127551,0.42185,0,18,Shade
29.29,7.18012,3.21413,0.11656,0.11942,0.976050913,0.50975,0,18,Shade
29.2,8.843,4.78178,0.2198,0.13876,1.58402998,0.50975,0,18,Shade
29.25,14.08618,7.30476,0.3297,0.24529,1.344123283,0.91697,0,18,Shade
29.3,16.09962,8.61591,0.3297,0.26142,1.261188891,0.9316,0,18,Shade
29.35,19.69457,10.23748,0.4396,0.32917,1.335480147,1.05503,0,18,Shade
29.4,18.20653,9.91824,0.4396,0.3001,1.464845052,1.00409,0,18,Shade
29.45,16.36615,8.61953,0.3297,0.26787,1.230820921,0.9316,0,18,Shade
29.5,11.86016,5.78234,0.2198,0.22274,0.986800754,0.68029,0,18,Shade
29.55,13.39232,6.88299,0.32636,0.2324,1.404302926,0.88431,0,18,Shade
30,11.38337,5.72785,0.2198,0.18072,1.216246127,0.6258,0,18,Shade
30.05,10.76156,5.6878,0.2198,0.18394,1.194954877,0.58575,0,18,Shade
30.1,7.75046,3.66781,0.20313,0.13553,1.498782557,0.50975,0,18,Shade
30.3,6.29537,3.01134,0.1099,0.10976,1.00127551,0.43283,0,18,Shade
30.2,5.72465,2.90206,0.1099,0.10976,1.00127551,0.3016,0,18,Shade
30.25,5.1049,2.862,0.1099,0.10976,1.00127551,0.26154,0,18,Shade
30.3,6.14914,2.99683,0.1099,0.10976,1.00127551,0.39637,0,18,Shade
30.35,6.01473,2.97142,0.1099,0.10976,1.00127551,0.37096,0,18,Shade
30.4,6.62606,3.01134,0.1099,0.1162,0.945783133,0.4475,0,18,Shade
30.45,11.59334,5.64798,0.2198,0.21952,1.00127551,0.54593,0,18,Shade
30.5,13.91032,7.16498,0.3297,0.25496,1.293144023,0.73844,0,18,Shade
30.55,26.78956,13.96662,0.5495,0.48738,1.127457015,1.50282,0,18.5,Shade
31,30.83413,16.18009,0.6594,0.60358,1.092481527,1.68822,0,18.5,Shade
31.05,20.88615,10.15144,0.4396,0.36795,1.194727545,1.12058,0,18.5,Shade
31.1,24.57155,12.99856,0.54616,0.45185,1.208719708,1.43038,0,18.5,Shade
31.31,31.11699,17.2073,0.6594,0.53898,1.223422019,1.94313,0,18.5,Shade
